"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"서울특별시동작구청",서울특별시 동작구 장승배기로23길 10,,생활방범,3,,,,,02-820-2906,37.510140,126.939450,2019-05-16
"서울특별시동작구청",서울특별시 동작구 노량진로8길 40 마당쇠숯불갈비,,생활방범,3,,,,,02-820-2906,37.512400,126.937590,2019-05-16
"서울특별시동작구청",서울특별시 동작구 장승배기로18길 27,,생활방범,3,,,,,02-820-2906,37.507400,126.941600,2019-05-16
"서울특별시동작구청",서울특별시 동작구 만양로14다길 7,,생활방범,1,,,,,02-820-2906,37.511300,126.945310,2019-05-16
"서울특별시동작구청",서울특별시 동작구 장승배기로22길 44(노량진2동 226-15),,생활방범,1,,,,,02-820-2906,37.508600,126.941560,2019-05-16
"서울특별시동작구청",서울특별시 동작구 장승배기로19다길 24(노량진2동 302-27),,생활방범,1,,,,,02-820-2906,37.509270,126.937570,2019-05-16
"서울특별시동작구청",서울특별시 동작구 장승배기로24가길 39(노량진1동 232-52),,생활방범,1,,,,,02-820-2906,37.511250,126.942070,2019-05-16
"서울특별시동작구청",서울특별시 동작구 노량진로26길 65(노량진1동 485-2),,생활방범,1,,,,,02-820-2906,37.509700,126.955520,2019-05-16
"서울특별시동작구청",서울특별시 동작구 노량진로18길 20(노량진1동 408-1),,생활방범,3,,,,,02-820-2906,37.511990,126.950970,2019-05-16
"서울특별시동작구청",서울특별시 동작구 상도로60길 35(상도1동 126-65) 동녘빌라,,생활방범,3,,,,,02-820-2906,37.492260,126.954600,2019-05-16
"서울특별시동작구청",서울특별시 동작구 상도로67길 20(상도1동 504-13) 할인마트,,생활방범,4,,,,,02-820-2906,37.494560,126.956530,2019-05-16
"서울특별시동작구청",서울특별시 동작구 상도로41가길 6(상도1동 465),,생활방범,4,,,,,02-820-2906,37.502510,126.950150,2019-05-16
"서울특별시동작구청",서울특별시 동작구 상도로 41길 50(상도1동 440),,생활방범,4,,,,,02-820-2906,37.502510,126.951850,2019-05-16
"서울특별시동작구청",서울특별시 동작구 상도로47다길 32(상도1동 319-1),,생활방범,4,,,,,02-820-2906,37.501580,126.953160,2019-05-16
"서울특별시동작구청",서울특별시 동작구 상도로56길 6(상도1동 473-7),,생활방범,4,,,,,02-820-2906,37.496130,126.952590,2019-05-16
"서울특별시동작구청",서울특별시 동작구 상도로15마길 22(상도2동 356-85) 서진파크빌라,,생활방범,4,,,,,02-820-2906,37.503380,126.933610,2019-05-16
"서울특별시동작구청",서울특별시 동작구 상도로15아길 18(상도2동 361-52) 에비앙 엘리지,,생활방범,4,,,,,02-820-2906,37.504270,126.934640,2019-05-16
"서울특별시동작구청",서울특별시 동작구 상도로26가길 8(상도2동 183-22) 오륙도해물탕,,생활방범,4,,,,,02-820-2906,37.503640,126.938270,2019-05-16
"서울특별시동작구청",서울특별시 동작구 만양로1길 18(상도2동 22-43),,생활방범,5,,,,,02-820-2906,37.506360,126.946480,2019-05-16
"서울특별시동작구청",서울특별시 동작구 대방동2길 38,,생활방범,3,,,,,02-820-2906,37.502700,126.927740,2019-05-16
"서울특별시동작구청",서울특별시 동작구 국사봉10길 20(상도3동 299-109) 그린빌라,,생활방범,4,,,,,02-820-2906,37.495280,126.931110,2019-05-16
"서울특별시동작구청",서울특별시 동작구 성대로6가길 41(상도3동 256-219),,생활방범,4,,,,,02-820-2906,37.496950,126.933480,2019-05-16
"서울특별시동작구청",서울특별시 동작구 국사봉5길 1(상도3동 304-6),,생활방범,4,,,,,02-820-2906,37.497760,126.930220,2019-05-16
"서울특별시동작구청",서울특별시 동작구 성대로21가길 29(상도4동 244-47) 한아름슈퍼,,생활방범,3,,,,,02-820-2906,37.499270,126.935080,2019-05-16
